"","Overall","Service","Cleanliness","Value","Sleep Quality","Rooms","Location","Business service (e.g., internet access)","Check in / front desk","Date","Hotel Name","Hotel Prie","Zip Code"
"13470","5.0","5","5","3",NA,"4","5",NA,NA,Nov 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13471","4.0","5","5","4",NA,"4","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13472","5.0","5","4","4",NA,"5","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13473","4.0","4","5","3",NA,"4","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13474","4.0","5","4","3",NA,"3","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13475","4.0","5","5","4",NA,"4","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13476","5.0","4","5","3",NA,"5","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13477","4.0","4","4","3",NA,"4","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13478","5.0","5","5","4",NA,"5","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13479","4.0","4","5","4",NA,"5","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13480","5.0","5","5","4",NA,"5","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13481","4.0","4","5","4",NA,"5","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13482","4.0","4","5","3",NA,"3","5",NA,NA,Oct 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13483","4.0","5","5","4",NA,"4","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13484","4.0","5","4","3",NA,"2","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13485","5.0","5","5","4",NA,"5","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13486","5.0","5","5","3",NA,"4","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13487","2.0","2","4","4",NA,"5","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13488","5.0","5","5","5",NA,"5","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13489","5.0","5","5","5",NA,"5","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13490","5.0","5","5","5",NA,"5","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13491","5.0","5","5","4",NA,"5","5",NA,NA,Sep 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13492","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13493","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13494","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13495","5.0","5","5","4",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13496","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13497","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13498","5.0","5","5","4",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13499","5.0","5","5","4",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13500","5.0","5","5","4",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13501","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13502","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13503","5.0","5","5","3",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13504","4.0","4","5","3",NA,"4","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13505","5.0",NA,"5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13506","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13507","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13508","5.0","5","5","4",NA,"4","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13509","5.0","4","4","4",NA,"4","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13510","5.0","5","5","4",NA,"4","4",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13511","2.0","2","4","2",NA,"3","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13512","5.0","5","5","5",NA,"5","5",NA,NA,Aug 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13513","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13514","5.0","5","5","3",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13515","3.0","2","3","3",NA,"3","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13516","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13517","5.0","5","5","5",NA,"5","4",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13518","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13519","5.0","5","5","3",NA,"4","4",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13520","4.0","4","5","4",NA,"4","4",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13521","5.0","5","5","4",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13522","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13523","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13524","4.0","4","5","4",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13525","4.0","4","5","4",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13526","4.0","5","5","4",NA,"4","4",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13527","5.0","5","5","5",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13528","5.0","5","5","4",NA,"5","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13529","4.0","4","5","4",NA,"4","5",NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13530","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Jul 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13531","5.0","5","5","5",NA,"5","4",NA,NA,Jun 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13532","4.0","5","4","3",NA,"3","5",NA,NA,Jun 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13533","5.0","5","5","4",NA,"5","5","4","5",Jun 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13534","5.0","5","5","5",NA,"5","5",NA,NA,Jun 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13535","5.0","5","5","4",NA,"5","5",NA,NA,Jun 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13536","5.0","5","5","4",NA,"5","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13537","5.0","5","5","5",NA,"5","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13538","5.0","5","5","4",NA,"5","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13539","5.0","5","5","4",NA,"4","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13540","4.0","5","4","4",NA,"4","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13541","5.0","5","5","4",NA,"5","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13542","4.0","5","5","5",NA,"4","5",NA,NA,May 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13543","5.0","5","5","4",NA,"5","5",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13544","3.0","4","5","3",NA,"3","5",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13545","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13546","4.0","4","4","4",NA,"4","4",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13547","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13548","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13549","5.0","5","5","3",NA,"5","5",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13550","5.0","5","5","5",NA,"5","5",NA,NA,Apr 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13551","5.0","5","5","3",NA,"4","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13552","5.0","4","5","4",NA,"5","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13553","5.0","5","5","4",NA,"5","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13554","5.0","5","5","4",NA,"5","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13555","5.0","5","5","5",NA,"5","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13556","5.0","5","5","5",NA,"5","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13557","5.0","5","5","5",NA,"5","5",NA,NA,Mar 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13558","3.0","5","3","4",NA,"4","5",NA,NA,Feb 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13559","5.0","5","5","5",NA,"5","5",NA,NA,Feb 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13560","5.0","5","5","5",NA,"5","5",NA,NA,Feb 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13561","5.0","5","5","5",NA,"5","5",NA,"5",Feb 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13562","5.0","5","5",NA,NA,"5","5",NA,NA,Feb 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13563","4.0","5","5","4",NA,"4","5",NA,"5",Feb 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13564","5.0","5","5","5",NA,"5","5","5","5",Jan 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13565","5.0","5","5","5",NA,"5","5",NA,"5",Jan 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13566","5.0","5","4","5",NA,"5","5","4","5",Jan 2009,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13567","5.0","5","5","5",NA,"5","5",NA,"5",Dec 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13568","5.0","5","5","3",NA,"5","5","4","5",Dec 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13569","5.0","5","5","5",NA,"5","5",NA,"5",Dec 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13570","2.0","3","4","2",NA,"3","4","2","3",Dec 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13571","5.0","5","5","4",NA,NA,"5","5","5",Dec 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13572","5.0","5","5","4",NA,"5","5",NA,"5",Dec 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13573","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13574","5.0","5","5","5",NA,"5","5","4","5",Nov 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13575","4.0","5","5","3",NA,"4","4",NA,"5",Nov 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13576","5.0","5","5","4",NA,"5","5",NA,"5",Nov 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13577","5.0","5","5","5",NA,"5","5","5","5",Nov 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13578","4.0","5","5","4",NA,"5","5","4","5",Nov 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13579","1.0","1","3","1",NA,"3","3","1","1",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13580","5.0","5","5","5",NA,"5","5",NA,"5",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13581","5.0","5","5","4",NA,"5","5","4","4",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13582","4.0","4","5","5",NA,"4","5","4","2",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13583","5.0","5","4","5",NA,"5","5","5","5",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13584","5.0","4","5","5",NA,"4","5","3","5",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13585","5.0","5","5","4",NA,"5","5","4","5",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13586","5.0","5","5","5",NA,"5","5","3","5",Oct 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13587","4.0","4","3","3",NA,"4","4","1","3",Sep 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13588","4.0",NA,NA,NA,NA,NA,NA,NA,NA,Sep 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13589","5.0","5","5","4",NA,"4","5","5","5",Sep 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13590","2.0","3","5","2",NA,"5","4","3","2",Sep 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13591","4.0","4","5","4",NA,"4","5",NA,"4",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13592","5.0","5","5","5",NA,"5","5","3","4",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13593","4.0","5","5","5",NA,"5","5",NA,"5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13594","5.0","5","5","5",NA,"5","5","5","5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13595","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13596","5.0","5","4","5",NA,"5","5",NA,"5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13597","4.0","5","5","4",NA,"4","5","3","4",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13598","5.0","5","5","5",NA,"5","5",NA,"5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13599","5.0","5","5","5",NA,"5","5",NA,"5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13600","5.0","4","5","5",NA,"4","5","5","4",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13601","5.0","5","5",NA,NA,"5","5","5","5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13602","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13603","5.0","5","5","5",NA,"5","5","5","5",Aug 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13604","5.0","5","5","5",NA,"5","5","3","5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13605","4.0","5","5","4",NA,"3","3","4","5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13606","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13607","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13608","5.0","5","5","5",NA,"5","5","5","5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13609","5.0","5","5","5",NA,"5","4",NA,"5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13610","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13611","5.0","5","5","5",NA,"5","5","3","5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13612","5.0","5","5","5",NA,"5","5","5","5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13613","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13614","5.0","5","5","5",NA,"5","4","5","5",Jun 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13615","5.0","5","5","5",NA,"5","5","5","5",Jun 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13616","5.0","5","5","5",NA,"5","4",NA,"5",Jun 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13617","5.0","5","5","5",NA,"5","5","5","5",Jun 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13618","5.0","5","5","5",NA,"5","5","5","5",May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13619","5.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13620","5.0","5","5","5",NA,"5","5",NA,"5",May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13621","5.0",NA,NA,NA,NA,NA,NA,NA,NA,May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13622","5.0","5","4","5",NA,"4","5","5","5",May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13623","4.0","4","4","4",NA,"4","5","5","4",May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13624","5.0","5","5","5",NA,"4","5","3","5",May 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13625","5.0","4","5","5",NA,"5","4",NA,"5",Apr 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13626","3.0","1","4","3",NA,"4","3","3","2",Apr 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13627","5.0","5","5","5",NA,"5","5",NA,"5",Apr 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13628","5.0","5","5","5",NA,"5","5","5","5",Apr 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13629","5.0","4","5","4",NA,"5","5","5","4",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13630","1.0","1","5","1",NA,"3","4","4","1",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13631","5.0","5","5","4",NA,"5","4","3","5",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13632","3.0","3","1","1",NA,"3","2","1","4",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13633","5.0","5","5","5",NA,"5","5","5","5",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13634","5.0","4","5","5",NA,"5","5",NA,"4",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13635","5.0","5","5","5",NA,"5","5","5","5",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13636","4.0","5","5","4",NA,"5","5",NA,"5",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13637","5.0","5","5","5",NA,"5","5","5","5",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13638","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13639","4.0",NA,"5","3",NA,"5","5",NA,"2",Mar 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13640","4.0","4","5","2",NA,"4","4","3","5",Feb 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13641","4.0","4","4","3",NA,"4","4","4","3",Feb 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13642","4.0","5","4","4",NA,"4","5","3","4",Feb 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13643","5.0","5","5","4",NA,"5","5",NA,"4",Feb 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13644","5.0","5","5","5",NA,"5","5","5","5",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13645","5.0","5","5","5",NA,"5","5","2","5",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13646","5.0","5","5","5",NA,"5","4","4","4",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13647","5.0","4","5","5",NA,"5","4","4","5",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13648","4.0","5","5","3",NA,"4","5",NA,"5",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13649","5.0","5","5","4",NA,"4","5","5","5",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13650","5.0","5","5","5",NA,"5","5","5","5",Jan 2008,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13651","5.0","5","5","4",NA,"4","5","5","5",Dec 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13652","5.0","5","5","5",NA,"5","5",NA,"5",Dec 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13653","5.0","4","5","4",NA,"5","5","5","4",Dec 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13654","5.0","4","5","5",NA,"5","5",NA,"5",Dec 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13655","5.0","5","5","5",NA,"5","5","5","5",Nov 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13656","5.0","5","5","5",NA,"5","5","5","5",Nov 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13657","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Nov 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13658","5.0","5","5","5",NA,"5","5","5","5",Nov 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13659","5.0","5","5","5",NA,"5","5","5","2",Nov 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13660","4.0","4","5","4",NA,"4","5","3","5",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13661","4.0","5","4","4",NA,"4","5","3","5",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13662","5.0","5","5","4",NA,"5","5",NA,"4",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13663","4.0","5",NA,NA,NA,"5","5","3","5",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13664","5.0","5","5","5",NA,"5","5","5","5",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13665","5.0","5","5","5",NA,"4","5",NA,"4",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13666","2.0","4","4","4",NA,"4","4",NA,"3",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13667","5.0","5","5","5",NA,"5","5",NA,"5",Oct 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13668","3.0","4","5","3",NA,"3","5","1","3",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13669","4.0","4","5","5",NA,"5","5","4","4",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13670","3.0","2","5","3",NA,"4","4","5","2",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13671","5.0","5","5","5",NA,"5","5",NA,"4",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13672","5.0","5","5","5",NA,"5","5","5","5",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13673","5.0","4","5","5",NA,"5","5","5","5",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13674","4.0","5","5","5",NA,"4","4",NA,"4",Sep 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13675","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13676","4.0","5","4","4",NA,"3","4","3","4",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13677","5.0",NA,NA,NA,NA,NA,NA,NA,NA,Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13678","4.0","4","5","4",NA,"5","4","5","4",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13679","5.0",NA,"5","4",NA,"5","4",NA,"5",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13680","5.0","5","5","5",NA,"5","5","4","5",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13681","5.0","5","5","5",NA,"5","5",NA,"5",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13682","4.0","4","4","4",NA,"4","4",NA,"4",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13683","5.0","5","5","5",NA,"5","5",NA,"5",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13684","5.0","5","5","4",NA,"5","5","5","5",Aug 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13685","5.0","5","5","5",NA,"5","5","4","5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13686","5.0","5","5","4",NA,"5","5","4","5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13687","5.0","5","5","5",NA,"5","5",NA,"5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13688","5.0","4","5","5",NA,"5","5","4","4",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13689","5.0","4","5","4",NA,"4","5","3","5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13690","5.0","5","5","3",NA,"5","5",NA,"5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
"13691","5.0","5","5","5",NA,"5","5","5","5",Jul 2007,"Sofitel Chicago Water Tower","$191 - $411*","60611"
